Sgnyea,Prvcnm_id,Prvcnm,Gdp0101,Gdp0102,Gdp0103,Gdp0106,Gdp0113,Gdp0114,Gdp0115,Gdp0116
1999,650000,新疆维吾尔自治区,1168.55,268.51,460.71,439.33,22.978,39.4258,37.5962,6469.7317
1999,630000,青海省,238.39,40.54,97.88,99.97,17.0057,41.0588,41.9355,4662.4291
1999,520000,贵州省,911.86,267.57,348.59,295.7,29.3433,38.2285,32.4282,2475.3042
1999,540000,西藏自治区,105.61,34.19,24,47.42,32.3738,22.7251,44.9011,4261.7328
1999,610000,陕西省,1487.61,267.51,641.9,578.2,17.9825,43.1498,38.8677,4101.4888
2000,500000,重庆市,1589.34,283,657.51,648.83,17.8061,41.37,40.8239,5157.3147
2000,110000,北京市,2478.76,89.97,943.51,1445.28,3.6296,38.0638,58.3066,22459.6566
2000,120000,天津市,1639.36,73.54,820.17,745.65,4.4859,50.0299,45.4842,17993.195
2000,430000,湖南省,3691.88,784.92,1461.86,1445.1,21.2607,39.5966,39.1427,5639.0149
2000,520000,贵州省,993.53,270.99,387.85,334.69,27.2755,39.0376,33.687,2661.5571
2000,142,中国,100280.1393,14717.3556,45663.6677,39899.116,14.6762,45.5361,39.7877,7942.0692
2000,510000,四川省,4010.25,945.58,1700.49,1364.18,23.5791,42.4036,34.0173,4783.7658
2000,450000,广西壮族自治区,2050.14,538.69,748,763.45,26.2758,36.4853,37.2389,4318.8119
2000,220000,吉林省,1821.19,398.73,800.28,622.18,21.8939,43.9427,34.1634,6847.4027
2000,320000,江苏省,8582.7276,1031.17,4435.889,3115.6686,12.0145,51.6839,36.3016,11772.9659
2000,540000,西藏自治区,117.464,36.32,27.214,53.93,30.9201,23.1679,45.9119,4558.6991
2000,440000,广东省,9662.23,1000.06,4868.75,3793.42,10.3502,50.3895,39.2603,12885.3958
2000,230000,黑龙江省,3253,357,1868.55,1027.45,10.9745,57.4408,31.5847,8561.6528
2000,210000,辽宁省,4669.06,503.44,2344.4,1821.22,10.7825,50.2114,39.0061,11226.4006
2000,460000,海南省,518.48,196.56,102.45,219.47,37.9108,19.7597,42.3295,6893.9475
2000,330000,浙江省,6036.34,664.16,3183.47,2188.71,11.0027,52.7384,36.2589,13460.9329
2000,420000,湖北省,4276.32,662.3,2123.7,1490.32,15.4876,49.6619,34.8505,7188.2764
2000,630000,青海省,263.59,38.53,114,111.06,14.6174,43.249,42.1336,5087.1369
2000,150000,内蒙古自治区,1401.01,350.8,556.28,493.93,25.0391,39.7056,35.2553,5871.7938
2000,530000,云南省,1955.09,436.26,843.24,675.59,22.3141,43.1305,34.5554,4636.6504
2000,620000,甘肃省,983.36,193.36,439.88,350.12,19.6632,44.7323,35.6045,3838.2514
2000,340000,安徽省,3038.2359,732.19,1296.312,1009.7339,24.0992,42.6666,33.2342,4867.4077
2000,360000,江西省,2003.07,485.14,700.76,817.17,24.2198,34.9843,40.7959,4851.2583
2000,640000,宁夏回族自治区,265.57,45.95,120.04,99.58,17.3024,45.2009,37.4967,4839.1035
2000,610000,陕西省,1660.92,279.12,731.9,649.9,16.8051,44.0659,39.1289,4549.2194
2000,370000,山东省,8542.44,1268.57,4244.4,3029.47,14.8502,49.686,35.4638,9555.2379
2000,650000,新疆维吾尔自治区,1364.36,288.18,586.84,489.34,21.122,43.0121,35.8659,7469.8056
2000,350000,福建省,3920.07,640.57,1711.16,1568.34,16.3408,43.6513,40.008,11601.2726
2000,130000,河北省,5088.96,824.55,2559.96,1704.45,16.2027,50.3042,33.4931,7662.7577
2000,140000,山西省,1643.81,179.86,827.59,636.36,10.9417,50.3458,38.7125,5137.0507
2000,310000,上海市,4551.15,83.2,2163.68,2304.27,1.8281,47.5414,50.6305,34546.9796
2000,410000,河南省,5137.66,1161.58,2413.78,1562.3,22.6091,46.9821,30.4088,5443.8781
2001,110000,北京市,3710.52,93.08,1030.6,1721.97,3.3,36.2,60.5,25523
2001,310000,上海市,5210.12,85.5,2355.53,2509.81,1.7,47.6,50.7,37382
2001,500000,重庆市,1765.68,293.03,727.66,729.08,16.7,41.6,41.7,5654
2001,120000,天津市,1919.09,78.55,904.64,856.91,4.2688,49.1625,46.5687,20154.4359
2001,142,中国,110863.123,15502.502,49659.3758,45701.2452,13.9835,44.7934,41.2231,8716.6822
2001,460000,海南省,558.4137,201.79,111.25,232.92,37,20.4,42.7,7135
2001,230000,黑龙江省,3390.13,409.3,1998.74,1152.96,11.494,56.1286,32.3774,9348.9105
2001,430000,湖南省,3831.9,825.73,1573,1584.27,20.7,39.5,39.8,6054
2001,150000,内蒙古自治区,1713.81,358.89,626.47,560.43,23.2173,40.5275,36.2552,6462.5219
2001,130000,河北省,5516.76,913.9,2767.41,1896.47,16.4,49.6,34,8362
2001,610000,陕西省,2010.62,287.24,816.34,740.69,15.6,44.3,40.2,5024
2001,540000,西藏自治区,146.0352,37.47,32.18,69.08,27,23.2,49.8,5307
2001,370000,山东省,9195.036,1359.49,4654.51,3424.31,14.4,49.3,36.3,10465
2001,530000,云南省,2138.31,450.54,881.49,742.68,21.7,42.5,35.8,4866
2001,650000,新疆维吾尔自治区,1491.6,288.12,630.37,566.99,19.4,42.4,38.2,7913
2001,210000,辽宁省,5033.08,544.44,2440.55,2048.09,10.8172,48.4902,40.6926,12040.8612
2001,330000,浙江省,6898.3388,695.15,3459.75,2593.25,10.3,51.3,38.4,14655
2001,440000,广东省,12039.2536,1004.35,5341.6086,4301.7521,9.4325,50.1667,40.4007,13729.9286
2001,630000,青海省,300.13,42.79,132.18,125.98,14.2183,43.9209,41.8608,5734.5655
2001,320000,江苏省,9456.84,1082.43,4907.46,3522.02,11.4,51.6,37,12922
2001,640000,宁夏回族自治区,337.4447,49.57,134.37,114.44,16.6,45,38.4,5340
2001,410000,河南省,5533.01,1234.34,2659.04,1746.73,21.885,47.1452,31.0028,5923.552
2001,510000,四川省,4293.491,981.68,1756.86,1683.22,22.2,39.7,38.1,5250
2001,520000,贵州省,1133.27,274.17,419.74,390.99,25.2715,38.6893,36.0393,2895.2902
2001,220000,吉林省,2120.35,409.1,880.84,742.54,20.1281,43.3382,36.5337,7640.0119
2001,620000,甘肃省,1125.3728,207.05,481.07,384.39,19.3052,44.8546,35.8402,4163.3574
2001,140000,山西省,2029.53,171.09,917.98,690.9,9.6,51.6,38.8,5460
2001,340000,安徽省,3246.7146,750.07,1415.32,1124.74,22.7976,43.0171,34.1853,5220.7712
2001,420000,湖北省,3880.53,692.17,2313.66,1656.45,14.8,49.6,35.5,7813.07
2001,350000,福建省,4072.85,651.11,1904.21,1698.36,15.3,44.8,39.9,12362
2001,360000,江西省,2175.68,506,788.12,881.56,23.3,36.2,40.5,5221
2001,450000,广西壮族自治区,2279.34,562.52,791.85,876.82,25.2,35.5,39.3,4668
2002,310000,上海市,5741.03,88.24,2564.69,2755.83,1.63,47.42,50.95,40646
2002,110000,北京市,4330.4,98.05,1116.53,1998.13,3.05,34.75,62.19,28449
2002,500000,重庆市,1990.01,315.78,827.55,827.97,16.02,41.98,42,6347
2002,120000,天津市,2150.76,84,1001.9,965.26,4.1,48.85,47.06,22380
2002,520000,贵州省,1243.43,280.83,474.68,429.53,23.7,40.1,36.2,3153
2002,450000,广西壮族自治区,2523.73,595.68,863.96,995.72,24.3,35.2,40.5,5099
2002,142,中国,121717.4247,16190.2283,54104.0861,51423.1104,13.3015,44.4506,42.2479,9506.2031
2002,130000,河北省,6018.28,957.01,3046,2119.52,15.6,49.8,34.6,9115
2002,320000,江苏省,10606.85,1119.12,5550.98,3961.65,10.5,52.2,37.3,14391
2002,530000,云南省,2312.82,470.5,951.48,810.34,21.1,42.6,36.3,5179
2002,540000,西藏自治区,166.5583,39.68,32.93,88.81,24.6,20.4,55,6093
2002,610000,陕西省,2253.39,303.79,925.78,806.39,14.9,45.5,39.6,5523
2002,140000,山西省,2324.8,197.8,1083.79,735.95,9.8,53.7,36.5,6146
2002,150000,内蒙古自治区,1940.94,374.69,728.34,631.28,21.6,42,36.4,7241
2002,440000,广东省,13502.4249,1032.8,5935.63,4801.3,8.8,50.4,40.8,15030
2002,620000,甘肃省,1232.0302,214.45,530.36,416.62,18.4,45.7,35.9,4493
2002,430000,湖南省,4151.54,847.25,1737.2,1756.49,19.5,40,40.5,6565
2002,420000,湖北省,4212.82,707,2446.05,1822.58,14.2,49.2,36.6,8319
2002,340000,安徽省,3519.7195,772.55,1552.21,1244.34,21.6,43.5,34.9,5817
2002,510000,四川省,4725.0134,1027.62,1982.44,1865.06,21.1,40.7,38.2,5766
2002,410000,河南省,6035.48,1288.36,2951.06,1929.31,20.9,47.8,31.3,6436
2002,360000,江西省,2450.48,535.98,951.77,962.73,21.9,38.8,39.3,5829
2002,220000,吉林省,2348.54,446.17,978.37,821.58,19.9,43.5,36.6,8334
2002,370000,山东省,10275.4957,1390,5309.54,3852.52,13.2,50.3,36.5,11645
2002,230000,黑龙江省,3637.2,447,2169.15,1266.01,11.6,55.6,32.8,10184
2002,640000,宁夏回族自治区,377.1552,52.84,151.16,125.28,16.1,45.9,38,5804
2002,630000,青海省,340.65,44.9,154.01,142.2,13.2,45.1,41.7,6426
2002,210000,辽宁省,5458.22,590.2,2609.85,2258.17,10.8,47.8,41.4,12986
2002,650000,新疆维吾尔自治区,1612.65,305,672.1,621.18,19.1,42.1,38.8,8382
2002,460000,海南省,621.974,228.95,125.33,249.85,37.9,20.7,41.4,7803
2002,330000,浙江省,8003.67,694,3982,3120,8.9,51.1,40,16838
2002,350000,福建省,4467.55,664.78,2159.94,1857.29,14.2,46.1,39.7,13497
2003,310000,上海市,6694.23,90.64,3130.72,3029.45,1.4501,50.085,48.4,46718
2003,110000,北京市,5023.77,95.64,1311.86,2255.6,2.6109,35.8128,61.5763,32061
2003,500000,重庆市,2272.82,336.36,977.3,936.9,15,43.4247,41.6296,7209
2003,142,中国,137422.0349,16970.2457,62695.7593,57756.0299,12.349,45.6228,42.0282,10666.1002
2003,220000,吉林省,2662.08,486.9,1143.39,892.33,19.3014,45.3255,35.3731,9338
2003,130000,河北省,6921.29,1064.33,3657.19,2377.04,14.9936,51.5202,33.4862,10513.239
2003,610000,陕西省,2587.72,320.03,1133.56,944.99,13.3425,47.2596,39.3979,6480
2003,620000,甘肃省,1399.83,236.61,607.62,460.37,18.1366,46.5752,35.2882,5021.6324
2003,420000,湖北省,4757.45,798.35,2580.58,2022.78,14.7796,47.7734,37.447,9010.7
2003,230000,黑龙江省,4057.4,500.8,2532.45,1396.75,11.3047,57.1659,31.5293,11615.1
2003,430000,湖南省,4659.99,886.47,1794.21,1958.05,19.1102,38.6789,42.2109,7554
2003,210000,辽宁省,6002.54,615.8,2898.89,2487.85,10.259,48.2944,41.4466,14257.8147
2003,330000,浙江省,9705.02,728,4941,3726,7.7488,52.5918,39.6594,20147
2003,510000,四川省,5333.09,1128.61,2266.06,2061.65,20.6845,41.5309,37.7846,6418
2003,460000,海南省,693.2,248.33,151.16,271.44,37.0128,22.5299,40.4573,8316
2003,360000,江西省,2807.41,560,1227.38,1043.08,19.7848,43.3633,36.8,6678
2003,540000,西藏自治区,189.09,40.62,47.99,95.89,22.0163,26.0108,51.9729,6871
2003,150000,内蒙古自治区,2388.38,420.0993,973.9356,756.38,19.5357,45.2906,35.1737,8974.6459
2003,370000,山东省,12078.15,1480.67,6656.85,4298.41,11.9064,53.5292,34.5644,13661
2003,640000,宁夏回族自治区,445.36,55.5,192,137.84,14.4029,49.8261,35.771,6691
2003,650000,新疆维吾尔自治区,1886.35,412.9,796.84,667.87,21.9907,42.4391,35.5702,9700
2003,140000,山西省,2855.23,215.19,1389.33,852.07,8.7597,56.5552,34.6851,7435
2003,350000,福建省,4983.67,692.94,2492.73,2046.5,13.3,47.6424,39.1138,14979
2003,410000,河南省,6867.7,1239.7,3551.94,2256.95,17.5879,50.3922,32.0199,7570.1751
2003,530000,云南省,2556.02,502.84,1069.29,893.16,20.3968,43.3738,36.2294,5662
2003,520000,贵州省,1426.34,298.37,579.31,478.43,22.0019,42.7185,35.2796,3603
2003,440000,广东省,15844.64,1093.5191,7307.08,5225.267,8.0253,53.6265,38.4,17213.0699
2003,320000,江苏省,12442.87,1106.35,6787.11,4567.37,8.8786,54.4676,36.6,16809
2003,450000,广西壮族自治区,2821.11,652.28,1007.96,1074.89,23.8482,36.8524,39.2994,5969
2003,630000,青海省,390.2,46.15,184.26,159.8,11.827,47.2207,40.9523,7277
2003,340000,安徽省,3923.1,732.81,1780.6,1458.97,18.5,44.8245,36.7279,6455
2003,120000,天津市,2578.03,89.66,1245.29,1112.71,3.6,50.8768,45.4602,26532.0369
2004,120000,天津市,3110.97,102.29,1560.16,1269.43,3.4889,53.2136,43.2975,31550
2004,110000,北京市,6060.28,102.9,1610.37,2570.04,2.4023,37.5964,60.0013,37058
2004,142,中国,161840.1609,20904.3242,74284.9764,66650.8603,12.9166,45.9002,41.1831,12486.9441
2004,640000,宁夏回族自治区,537.16,65.13,239.42,155.8,14.2,52.0083,33.8438,7880
2004,540000,西藏自治区,220.34,43.33,57.61,110.6,20.5,27.2,52.3,7779
2004,130000,河北省,8477.63,1370.4,4635.23,2763.16,15.6282,52.8605,31.5113,12918
2004,370000,山东省,15021.84,1778.3,8724.52,4987.91,11.4798,56.3209,32.1993,16925
2004,520000,贵州省,1677.8,334.11,714.66,543.13,20.9881,44.8935,34.1183,4215
2004,610000,陕西省,3175.58,394.98,1416.82,1071.71,13.6979,49.1353,37.1669,7757
2004,360000,江西省,3456.7,711.7,1595.74,1188.5,20.3579,45.6455,33.9966,8189
2004,440000,广东省,18864.62,1245.42,8890.29,5903.75,7.7647,55.4276,36.8077,19707
2004,320000,江苏省,15003.6,1315.38,8716.1069,5371.6777,8.5397,56.5865,34.8739,20705
2004,210000,辽宁省,6672,769.8962,3278.8848,2823.8711,11.2023,47.7092,41.0885,16297
2004,330000,浙江省,11648.7,816,6045,4382,7.2578,53.7668,38.9754,23942
2004,410000,河南省,8553.79,1647.48,4515.35,2652.26,18.6893,51.223,30.0877,9470
2004,350000,福建省,5763.35,777.87,2950.33,2324.94,12.8507,48.7405,38.4088,17218
2004,150000,内蒙古自治区,3041.07,506.07,1332.4728,873.5345,18.6599,49.1311,32.2091,11305
2004,450000,广西壮族自治区,3433.5,811.38,1288.26,1220.46,24.4384,38.8018,36.7597,7196
2004,500000,重庆市,2692.81,431.32,1181.24,1052.83,16.1822,44.3177,39.5,9608
2004,630000,青海省,466.1,57.81,227.06,180.86,12.4128,48.7536,38.8337,8606
2004,460000,海南省,798.9,283.84,180.41,305.11,36.893,23.4494,39.6576,9450
2004,510000,四川省,6379.63,1394.2583,2689.9955,2471.7596,21.2669,41.031,37.7022,8113
2004,430000,湖南省,5641.94,1155.85,2214.41,2242,20.5951,39.4567,39.9483,9117
2004,340000,安徽省,4759.32,932.42,2169.82,1710.44,19.3742,45.0855,35.5403,7768
2004,140000,山西省,3571.37,253.37,1810.08,978.96,8.3279,59.4949,32.1771,9150
2004,650000,新疆维吾尔自治区,2209.09,444.7,1010.07,745.38,20.2123,45.9091,33.8786,11199
2004,230000,黑龙江省,4750.6,587.7563,3155.3325,1559.9154,11.0835,59.5008,29.4157,13897
2004,530000,云南省,3081.91,604.33,1314.19,1040.96,20.4201,44.4061,35.1737,6733
2004,220000,吉林省,3122.01,560.96,1379.31,1017.94,18.9628,46.6265,34.4107,10932
2004,620000,甘肃省,1688.49,281.4,758.18,519.35,18.0508,48.6346,33.3145,5970
2004,420000,湖北省,5633.24,1020.09,2994.67,2295.16,16.1664,47.4597,36.3738,10500
2004,310000,上海市,8072.83,96.71,3788.22,3565.34,1.2981,50.8467,47.8552,55307
2005,500000,重庆市,3467.72,463.4,1259.12,1347.97,15.1,41,43.9,10982
2005,120000,天津市,3905.64,112.38,2051.17,1534.07,3,55.5,41.5,35783.1885
2005,130000,河北省,10012.11,1503.07,5232.5,3360.54,14.9,51.8,33.3,14782.2597
2005,142,中国,187318.9031,21806.7219,88082.1782,77430.003,11.6415,47.0226,41.3359,14368.0317
2005,330000,浙江省,13417.68,892.83,7166.15,5378.87,6.6,53.4,40,27702.6847
2005,640000,宁夏回族自治区,612.61,72.08,281.23,252.79,11.9,46.4,41.7,10239
2005,620000,甘肃省,1933.98,308.06,838.56,787.36,15.9,43.4,40.7,7476.5293
2005,360000,江西省,4056.76,727.37,1917.47,1411.92,17.9,47.3,34.8,9440
2005,340000,安徽省,5350.17,966.49,2221.17,2187.46,18,41.3,40.7,8675.1448
2005,610000,陕西省,3933.72,435.77,1849.28,1390.61,11.9,50.3,37.8,9899
2005,150000,内蒙古自治区,3905.03,589.56,1773.21,1532.78,15.1,45.5,39.4,16330.8187
2005,310000,上海市,9247.66,80.34,4452.92,4620.92,0.9,48.6,50.5,51474
2005,320000,江苏省,18598.69,1461.49,10355.03,6489.14,8,56.6,35.4,24560
2005,650000,新疆维吾尔自治区,2604.19,509.99,1164.79,929.41,19.6,44.7,35.7,13108
2005,110000,北京市,6969.52,97.99,2026.51,4761.81,1.4,29.5,69.1,45443.6929
2005,410000,河南省,10587.42,1892.01,5514.14,3181.27,17.9,52.1,30,11346.498
2005,440000,广东省,22557.37,1428.27,11339.93,9598.34,6.4,50.7,42.9,24435.0156
2005,540000,西藏自治区,248.8,48.04,63.52,139.65,19.1,25.3,55.6,9114
2005,530000,云南省,3461.73,669.81,1432.76,1370.32,19.3,41.2,39.5,7835
2005,630000,青海省,543.32,65.34,264.61,213.37,12,48.7,39.3,10044.7403
2005,420000,湖北省,6590.19,1082.13,2810.01,2628,16.6,43.1,40.3,11431
2005,430000,湖南省,6596.1,1274.15,2596.71,2640.48,19.6,39.9,40.5,10426
2005,460000,海南省,897.99,300.75,220.07,373.75,33.6,24.6,41.8,10871
2005,140000,山西省,4230.53,262.42,2353.16,1563.94,6.3,56.3,37.4,12495
2005,510000,四川省,7385.1,1481.14,3067.23,2836.74,20.1,41.5,38.4,9060
2005,210000,辽宁省,8047.26,882.41,3953.28,3173.32,11,49.4,39.6,18983.2013
2005,230000,黑龙江省,5513.7,684.6,2971.68,1855.22,12.4,53.9,33.7,14434.0561
2005,350000,福建省,6554.69,841.2,3200.26,2527.47,12.8,48.7,38.5,18645.8416
2005,370000,山东省,18366.87,1963.51,10628.62,5924.74,10.6,57.4,32,20096.4547
2005,220000,吉林省,3620.27,625.61,1580.83,1413.83,17.3,43.6,39.1,13348
2005,450000,广西壮族自治区,3984.1,912.5,1510.68,1652.57,22.4,37.1,40.5,8787.729
2005,520000,贵州省,2005.42,368.94,826.63,783.49,18.6,41.8,39.6,5051.96
2006,120000,天津市,4462.74,118.23,2488.29,1752.63,2.7,57.1,40.2,41163
2006,110000,北京市,8117.78,98.04,2191.43,5580.81,1.3,27.8,70.9,50467
2006,310000,上海市,10572.24,93.8,5028.37,5244.2,0.9,48.5,50.6,57695
2006,210000,辽宁省,9304.52,976.37,4729.5,3545.28,10.6,51.1,38.3,21788
2006,142,中国,219438.4748,23317.0068,104359.2279,91762.2401,10.6258,47.5574,41.8168,16737.996
2006,610000,陕西省,4743.61,488.48,2440.5,1594.76,10.8,53.9,35.3,12138
2006,320000,江苏省,21742.05,1545.01,12250.84,7849.23,7.1,56.6,36.3,28814
2006,520000,贵州省,2338.98,393.17,980.78,908.05,17.2,43,39.8,5787
2006,430000,湖南省,7688.67,1332.23,3151.7,3084.96,17.6,41.6,40.8,11950
2006,540000,西藏自治区,290.76,50.9,80.1,160.01,17.5,27.5,55,10430
2006,500000,重庆市,3907.23,425.81,1500.97,1564.79,12.2,43,44.8,12457
2006,410000,河南省,12362.79,2049.92,6724.61,3721.44,16.4,53.8,29.8,13313
2006,420000,湖北省,7617.47,1140.41,3365.08,3075.83,15,44.4,40.6,13296
2006,630000,青海省,648.5,69.64,331.16,240.78,10.9,51.6,37.5,11762
2006,150000,内蒙古自治区,4944.25,649.62,2327.44,1814.42,13.6,48.6,37.8,20053
2006,340000,安徽省,6112.5,1028.66,2648.13,2471.94,16.7,43.1,40.2,10055
2006,510000,四川省,8690.24,1595.48,3775.19,3267.14,18.5,43.7,37.8,10546
2006,230000,黑龙江省,6211.8,737.59,3365.31,2086,11.9,54.4,33.7,16195
2006,440000,广东省,26587.76,1577.12,13431.82,11195.53,6,51.3,42.7,28332
2006,360000,江西省,4820.53,786.14,2320.74,1563.65,16.8,49.7,33.5,10798
2006,350000,福建省,7583.85,896.17,3743.71,2974.67,11.8,49.1,39.1,21471
2006,450000,广西壮族自治区,4746.16,1032.47,1878.56,1917.47,21.4,38.9,39.7,10296
2006,620000,甘肃省,2276.7,333.35,1043.19,900.16,14.7,45.8,39.5,8757
2006,650000,新疆维吾尔自治区,3045.26,527.8,1459.3,1058.16,17.3,48,34.7,15000
2006,640000,宁夏回族自治区,725.9,79.54,349.83,281.39,11.2,49.2,39.6,11847
2006,140000,山西省,4878.61,276.77,2748.33,1727.44,5.8,57.8,36.4,14123
2006,370000,山东省,21900.19,2138.9,12751.2,7187.26,9.7,57.7,32.6,23794
2006,330000,浙江省,15718.47,925.1,8509.57,6307.85,5.9,54,40.1,31874
2006,530000,云南省,3988.14,749.81,1712.6,1544.31,18.7,42.8,38.5,8970
2006,130000,河北省,11467.6,1606.48,6115.01,3938.94,13.8,52.4,33.8,16962
2006,220000,吉林省,4275.12,672.76,1915.29,1687.07,15.7,44.8,39.5,15720
2006,460000,海南省,1044.91,344.48,287.86,420.51,32.7,27.4,39.9,12654
2007,120000,天津市,5252.76,110.19,2892.53,2047.68,2.2,57.3,40.5,46122
2007,500000,重庆市,4676.13,482.39,1892.1,1748.02,11.7,45.9,42.4,14660
2007,310000,上海市,12494.01,101.84,5678.51,6408.5,0.8,46.6,52.6,66367
2007,110000,北京市,9846.81,101.26,2509.4,6742.66,1.1,26.8,72.1,58204
2007,142,中国,270092.3237,27674.1072,126630.5421,115787.6744,10.2462,46.8842,42.8697,20494.3773
2007,640000,宁夏回族自治区,919.11,97.89,451.82,339.49,11,50.8,38.2,14649
2007,430000,湖南省,9439.6,1626.52,3916.44,3657.04,17.7,42.6,39.8,14492
2007,330000,浙江省,18753.73,986.02,10148.45,7645.96,5.3,54,40.7,37411
2007,460000,海南省,1254.17,361.07,364.26,497.95,29.5,29.8,40.7,14555
2007,520000,贵州省,2884.11,446.38,1148.27,1147.25,16.3,41.9,41.8,6915
2007,410000,河南省,15012.46,2217.66,8282.83,4511.97,14.8,55.2,30.1,16012
2007,320000,江苏省,26018.48,1816.24,14306.4,9618.52,7.1,55.6,37.4,33928
2007,150000,内蒙古自治区,6423.18,762.1,3154.56,2174.46,12.5,51.8,35.7,25393
2007,350000,福建省,9248.53,1002.11,4549.42,3697.6,10.8,49.2,40,25908
2007,540000,西藏自治区,341.43,54.89,98.48,188.82,16,28.8,55.2,12109
2007,370000,山东省,25776.91,2509.14,14776.53,8680.24,9.7,56.9,33.4,27807
2007,610000,陕西省,5757.29,592.63,2964.56,1908.6,10.8,54.2,34.9,14607
2007,440000,广东省,31777.01,1695.57,15939.1,13449.73,5.5,51.3,43.3,33151
2007,620000,甘肃省,2702.4,385.97,1279.32,1037.11,14.3,47.3,38.4,10346
2007,360000,江西省,5800.25,905.77,2840.92,1753.56,16.5,51.7,31.9,12633
2007,420000,湖北省,9333.4,1378,3966.68,3886,14.9,43,42.1,16206
2007,530000,云南省,4772.52,837.35,2051.08,1852.88,17.7,43.3,39.1,10540
