UpdateTimes,Sgnyea,Prvcnm_id,Prvcnm,Tpt0101,Tpt0103,Tpt0104
1,2008,330000,浙江省,1319.327,103652,97349
1,2008,350000,福建省,1618.421,88607,66461
1,2008,620000,甘肃省,2435.399,105638,58381
1,2008,640000,宁夏回族自治区,811.385,21008,19403
1,2008,230000,黑龙江省,5755.2,150845,104102
1,2008,340000,安徽省,2871.02,148827,134669
1,2008,630000,青海省,1676.4,56642,32649
1,2008,120000,天津市,764.296,12060,12060
1,2008,150000,内蒙古自治区,6840.34,147288,109646
1,2008,450000,广西壮族自治区,2731.36,99273,73052
1,2008,420000,湖北省,2710.966,188366,153665
1,2008,610000,陕西省,1195.3,131038,107618
1,2008,410000,河南省,4041.936,240645,170223
1,2008,110000,北京市,1166.549,20340,20135
1,2009,150000,内蒙古自治区,8074.209,150756,122231
1,2009,640000,宁夏回族自治区,890,21805,20297
1,2009,370000,山东省,3685.695,226693,223992
1,2009,460000,海南省,387.292,20041,14459
1,2009,500000,重庆市,1317.678,110950,70425
1,2009,520000,贵州省,1982.651,142561,68046
1,2009,610000,陕西省,3319.5,144109,128487
1,2009,320000,江苏省,1655.566,143803,134192
1,2009,630000,青海省,1676.9,60136,39726
1,2009,210000,辽宁省,4229.3,101117,83153
1,2009,360000,江西省,2712.357,137011,92237
1,2009,430000,湖南省,3693.031,191405,148180
1,2009,440000,广东省,2478.595,184960,160180
1,2009,330000,浙江省,1678.244,106952,102153
1,2009,620000,甘肃省,2435.387,114000,76631
1,2009,650000,新疆维吾尔自治区,3673.4,150683,91618
1,2009,130000,河北省,4880.286,152135,142777
1,2009,220000,吉林省,3913.52,88430,77643
1,2009,230000,黑龙江省,5756.1,151470,114511
1,2009,310000,上海市,317.7,11671,11671
1,2009,340000,安徽省,2849.88,149184,139424
1,2009,450000,广西壮族自治区,3125.982,100491,77154
1,2009,510000,四川省,3257.881,249168,183108
1,2009,140000,山西省,3536.318,127330,121310
1,2009,420000,湖北省,2980.242,197196,168834
1,2009,530000,云南省,2474.772,206028,138150
1,2009,120000,天津市,781.49,14316,14316
1,2009,142,中国,85517.886,3860823,3056265
1,2009,410000,河南省,3949.232,242314,177235
1,2009,540000,西藏自治区,525.5,53845,26063
1,2009,110000,北京市,1169.459,20755,20551
1,2009,350000,福建省,2109.719,89504,67512
1,2010,110000,北京市,1169.406,21114,20920
1,2010,120000,天津市,781.456,14832,14832
1,2010,130000,河北省,4916.406,154344,146053
1,2010,150000,内蒙古自治区,8947.108,157994,144395
1,2010,450000,广西壮族自治区,3204.995,101782,81239
1,2010,460000,海南省,693.748,21236,21012
1,2010,140000,山西省,3752.352,131644,127664
1,2010,370000,山东省,3833.426,229859,227719
1,2010,420000,湖北省,3360.265,206211,187812
1,2010,650000,新疆维吾尔自治区,4228.835,152843,98560
1,2010,500000,重庆市,1396.247,116949,77175
1,2010,330000,浙江省,1774.637,110177,105851
1,2010,540000,西藏自治区,531.547,60810,36229
1,2010,620000,甘肃省,2441.355,118879,85733
1,2010,640000,宁夏回族自治区,1248.386,22518,21198
1,2010,310000,上海市,422.407,11974,11974
1,2010,350000,福建省,2111.419,91015,70655
1,2010,430000,湖南省,3695.107,227998,184045
1,2010,230000,黑龙江省,5785,151945,118917
1,2010,340000,安徽省,2849.854,149382,142341
1,2010,320000,江苏省,1921.219,150307,141706
1,2010,440000,广东省,2726.947,190144,170144
1,2010,210000,辽宁省,4278.622,101545,84757
1,2010,220000,吉林省,4024.436,90437,81002
1,2010,142,中国,91178.479,4008229,3304709
1,2010,610000,陕西省,4079,147461,134498
1,2010,360000,江西省,2834.536,140597,101455
1,2010,410000,河南省,4281.971,245089,182560
1,2010,520000,贵州省,2001.921,151644,72557
1,2010,630000,青海省,1863.292,62185,47604
1,2010,510000,四川省,3549.166,266082,205983
1,2010,530000,云南省,2473.413,209231,158120
1,2011,440000,广东省,2832.148,190724,172382
1,2011,140000,山西省,3773.652,134808,131002
1,2011,340000,安徽省,3120.774,149535,143403
1,2011,142,中国,93249.643,4106387,3453590
1,2011,500000,重庆市,1373.367,118562,83614
1,2011,520000,贵州省,2070.016,157820,79643
1,2011,540000,西藏自治区,531.547,63108,38911
1,2011,120000,天津市,866.862,15163,15163
1,2011,220000,吉林省,3988.137,91754,83790
1,2011,310000,上海市,461.27,12084,12084
1,2011,370000,山东省,4200.298,233190,231428
1,2011,450000,广西壮族自治区,3194.211,104889,87296
1,2011,460000,海南省,693.748,22916,22104
1,2011,610000,陕西省,4083.407,151986,139453
1,2011,320000,江苏省,2349.576,152247,144113
1,2011,650000,新疆维吾尔自治区,4319.746,155150,104336
1,2011,360000,江西省,2834.546,146632,114463
1,2011,150000,内蒙古自治区,9161.856,160995,147946
1,2011,510000,四川省,3516.427,283268,220947
1,2011,620000,甘肃省,2441.543,123696,91692
1,2011,630000,青海省,1857.621,64280,49971
1,2011,640000,宁夏回族自治区,1266.475,24506,23875
1,2011,110000,北京市,1228.442,21347,21155
1,2011,210000,辽宁省,4302.275,104026,87650
1,2011,350000,福建省,2110.306,92322,73669
1,2011,430000,湖南省,3696.254,232190,198903
1,2011,130000,河北省,5170.482,156965,149057
1,2011,230000,黑龙江省,5945.3,155592,124132
1,2011,420000,湖北省,3354.868,212747,196452
1,2011,330000,浙江省,1779.06,111776,107880
1,2011,410000,河南省,4261.071,247587,191234
1,2011,530000,云南省,2491.258,214524,165843
1,2012,410000,河南省,4890.376,249649,194406
1,2012,630000,青海省,1857.621,65988,52061
1,2012,150000,内蒙古自治区,9474.301,163763,151046
1,2012,430000,湖南省,3828.425,234040,203627
1,2012,620000,甘肃省,2487.079,131201,101372
1,2012,210000,辽宁省,5006.366,105562,90033
1,2012,230000,黑龙江省,6021.834,159063,129260
1,2012,460000,海南省,693.748,24265,23540
1,2012,610000,陕西省,4093.493,161411,146290
1,2012,640000,宁夏回族自治区,1289.469,26522,26009
1,2012,120000,天津市,867.736,15391,15391
1,2012,130000,河北省,5630.251,163045,155439
1,2012,340000,安徽省,3259.803,165157,159427
1,2012,450000,广西壮族自治区,3194.472,107906,91583
1,2012,500000,重庆市,1451.679,120728,86810
1,2012,320000,江苏省,2354.622,154118,146100
1,2012,110000,北京市,1276.259,21492,21299
1,2012,330000,浙江省,1779.06,113550,110024
1,2012,510000,四川省,3533.496,293499,234293
1,2012,540000,西藏自治区,531.547,65198,41776
1,2012,140000,山西省,3774.471,137771,134242
1,2012,142,中国,97625.484,4237508,3609600
1,2012,420000,湖北省,3814.361,218151,203145
1,2012,360000,江西省,2834.546,150595,120332
1,2012,350000,福建省,2255.115,94661,76503
1,2012,530000,云南省,2619.411,219052,171960
1,2012,220000,吉林省,4398.398,93208,85414
1,2012,370000,山东省,4288.053,244586,243037
1,2012,440000,广东省,2846.055,194943,177204
1,2012,310000,上海市,465.87,12541,12541
1,2012,520000,贵州省,2057.836,164542,86577
1,2012,650000,新疆维吾尔自治区,4749.731,165909,118861
1,2013,110000,北京市,1276.657,21673,21485
1,2013,120000,天津市,963.432,15718,15718
1,2013,130000,河北省,6255.526,174492,167711
1,2013,140000,山西省,3786.449,139434,136039
1,2013,142,中国,103144.637,4356218.435,3755567
1,2013,150000,内蒙古自治区,10203.309,167515,155030
1,2013,210000,辽宁省,5104.376,110973,95982
1,2013,220000,吉林省,4397.174,94191,86632
1,2013,230000,黑龙江省,6021.834,160206,131776
1,2013,310000,上海市,465.01,12633,12633
1,2013,320000,江苏省,2599.67,156094,148263
1,2013,330000,浙江省,2044.454,115426,111997
1,2013,340000,安徽省,3513.088,173763,168084
1,2013,350000,福建省,2747.765,99535,80909
1,2013,360000,江西省,3084.256,152067,122675
1,2013,370000,山东省,4288.053,252786,251425
1,2013,410000,河南省,4890.406,249831,196790
1,2013,420000,湖北省,3929.532,226912,212893
1,2013,430000,湖南省,4026.606,235392,206622
1,2013,440000,广东省,3471.722,202915,186357
1,2013,450000,广西壮族自治区,4013.376,111384,96343
1,2013,460000,海南省,693.748,24852,24154
1,2013,500000,重庆市,1680.059,122846,90358
1,2013,510000,四川省,3539.396,301816,246571
1,2013,520000,贵州省,2093.065,172564,95419
1,2013,530000,云南省,2618.811,222940,178371
1,2013,540000,西藏自治区,531.547,70591,48678
1,2013,610000,陕西省,4421.109,165249,148991
1,2013,620000,甘肃省,2595.884,133597,106812
1,2013,630000,青海省,1857.621,70117,57069
1,2013,640000,宁夏回族自治区,1289.469,28554,28338
1,2013,650000,新疆维吾尔自治区,4741.281,170155,125442
1,2014,110000,北京市,1284.753,21849,21816
1,2014,120000,天津市,970.927,16110,16110
1,2014,130000,河北省,6252.766,179200,172891
1,2014,140000,山西省,4979.516,140436,137094
1,2014,142,中国,111821.116,4463913,3900834
1,2014,150000,内蒙古自治区,10226.006,172167,160123
1,2014,210000,辽宁省,5129.573,115430,100854
1,2014,220000,吉林省,4520.487,96041,88667
1,2014,230000,黑龙江省,6019.334,162464,135033
1,2014,310000,上海市,465.01,12945,12945
1,2014,320000,江苏省,2677.951,157521,149845
1,2014,330000,浙江省,2347.161,116367,113730
1,2014,340000,安徽省,3548.443,174373,169639
1,2014,350000,福建省,2759.13,101190,82907
1,2014,360000,江西省,3702.269,155515,128262
1,2014,370000,山东省,5028.916,259515,258442
1,2014,410000,河南省,5199.756,249857,197624
1,2014,420000,湖北省,4059.31,236933,224184
1,2014,430000,湖南省,4550.472,236250,211279
1,2014,440000,广东省,4026.983,212094,197131
1,2014,450000,广西壮族自治区,4741.533,114900,100647
1,2014,460000,海南省,693.734,26002,25386
1,2014,500000,重庆市,1781.24,127392,98680
1,2014,510000,四川省,3976.005,309742,257027
1,2014,520000,贵州省,2373.101,179079,107573
1,2014,530000,云南省,2915.914,230398,189481
1,2014,540000,西藏自治区,786.345,75470,54443
1,2014,610000,陕西省,4524.117,167145,151189
1,2014,620000,甘肃省,3403.435,138084,114080
1,2014,630000,青海省,2124.603,72703,60806
1,2014,640000,宁夏回族自治区,1289.469,31276,31057
1,2014,650000,新疆维吾尔自治区,5462.828,175468,131889
1,2015,110000,北京市,1284.753,21885,21885
1,2015,120000,天津市,1043.743,16550,16550
1,2015,130000,河北省,6958.106,184553,178597
1,2015,140000,山西省,5085.776,140960,137844
1,2015,142,中国,120970.4,4577295.832,4046290
1,2015,150000,内蒙古自治区,12094.185,175374,163767
1,2015,210000,辽宁省,5773.387,120365,106514
1,2015,220000,吉林省,5052.66,97326,90087
1,2015,230000,黑龙江省,6233.763,163233,136325
1,2015,310000,上海市,465.089,13195,13195
1,2015,320000,江苏省,2723.837,158805,151459
1,2015,330000,浙江省,2563.651,118015,115568
1,2015,340000,安徽省,4168.814,186940,182877
1,2015,350000,福建省,3200.811,104585,87494
1,2015,360000,江西省,4009.737,156625,129948
1,2015,370000,山东省,5434.454,263447,262445
1,2015,410000,河南省,5296.173,250584,200470
1,2015,420000,湖北省,4062.285,252980,240936
1,2015,430000,湖南省,4539.567,236886,213512
1,2015,440000,广东省,4035.211,216023,201456
1,2015,450000,广西壮族自治区,5117.192,117993,105019
1,2015,460000,海南省,1033.42,26860,26302
1,2015,500000,重庆市,1922.785,140551,112889
1,2015,510000,四川省,4442.186,315582,266064
1,2015,520000,贵州省,2810.115,186407,120613
1,2015,530000,云南省,2929.363,236007,197071
1,2015,540000,西藏自治区,786.345,78348,58416
1,2015,610000,陕西省,4549.168,170069,153845
1,2015,620000,甘肃省,3847.229,140052,120447
1,2015,630000,青海省,2349.503,75593,64640
1,2015,640000,宁夏回族自治区,1289.469,33240,33045
1,2015,650000,新疆维吾尔自治区,5867.64,178263,137012
1,2016,110000,北京市,1264.3,22026,22026
1,2016,120000,天津市,1060.9,16764,16764
1,2016,130000,河北省,6956,188431,182626
1,2016,140000,山西省,5293.4,142066,139110
1,2016,142,中国,123991.9,4696263,4226543
1,2016,150000,内蒙古自治区,12338.8,196061,188340
1,2016,210000,辽宁省,5558.9,120613,107959
1,2016,220000,吉林省,5052.7,102484,97158
1,2016,230000,黑龙江省,6233.8,164502,138512
1,2016,310000,上海市,465.1,13292,13292
1,2016,320000,江苏省,2767.4,157304,154405
1,2016,330000,浙江省,2576.9,119053,116869
1,2016,340000,安徽省,4242.6,197588,194136
1,2016,350000,福建省,3201,106757,89829
1,2016,360000,江西省,4010.5,161909,134025
1,2016,370000,山东省,5452.3,265720,264752
1,2016,410000,河南省,5570.8,267441,230288
1,2016,420000,湖北省,4138.2,260179,249819
1,2016,430000,湖南省,4719.8,238273,215904
1,2016,440000,广东省,4157.9,218085,204614
1,2016,450000,广西壮族自治区,5192.1,120547,108947
1,2016,460000,海南省,1033.4,28217,27732
1,2016,500000,重庆市,2102.1,142921,115955
1,2016,510000,四川省,4622.7,324138,279200
1,2016,520000,贵州省,3269.5,191626,132264
1,2016,530000,云南省,3651.5,238052,200898
1,2016,540000,西藏自治区,786.3,82096,71356
1,2016,610000,陕西省,4632.6,172471,156844
1,2016,620000,甘肃省,4102.1,143039,125085
1,2016,630000,青海省,2349.2,78585,69956
1,2016,640000,宁夏回族自治区,1320.1,33940,33767
1,2016,650000,新疆维吾尔自治区,5869,182085,144113
1,2017,110000,北京市,1264.253,22225.97,22225.97
1,2017,120000,天津市,1148.862,16532.146,16532.146
1,2017,130000,河北省,7162.016,191693.209,186265.8
1,2017,140000,山西省,5316.823,142855.143,140201.227
1,2017,142,中国,126969.9,4773468.833,4338559.717
1,2017,150000,内蒙古自治区,12674.69,199422.89,192222.155
1,2017,210000,辽宁省,5914.66,122705.448,111358.094
1,2017,220000,吉林省,5044.126,103895.729,98908.095
1,2017,230000,黑龙江省,6232.246,165989.167,140697.794
1,2017,310000,上海市,465.095,13321.991,13321.991
1,2017,320000,江苏省,2816.437,158475.013,155803.306
1,2017,330000,浙江省,2623.97,120101.401,118848.441
1,2017,340000,安徽省,4274.612,203285.308,201080.809
1,2017,350000,福建省,3191.413,108011.607,91296.834
1,2017,360000,江西省,4280.462,162285.124,134862.685
1,2017,370000,山东省,5726.402,270590.238,269698.045
1,2017,410000,河南省,5414.671,267805.416,232813.329
1,2017,420000,湖北省,4215.544,269484.032,259591.471
1,2017,430000,湖南省,4744.519,239723.816,217250.781
1,2017,440000,广东省,4200.704,219580.023,206460.837
1,2017,450000,广西壮族自治区,5191.387,123259.406,112619.166
1,2017,460000,海南省,1033.42,30684.297,30232.191
1,2017,500000,重庆市,2166.047,147881.342,120915.031
1,2017,510000,四川省,4831.732,329950.47,294808.621
1,2017,520000,贵州省,3284.548,194379.014,148838.742
1,2017,530000,云南省,3681.668,242546.303,208525.597
1,2017,540000,西藏自治区,785.085,89343.288,77911.189
1,2017,610000,陕西省,4972.139,174395.006,159025.694
1,2017,620000,甘肃省,4663.824,142252.036,124787.509
1,2017,630000,青海省,2349.491,80895.128,68469.8
1,2017,640000,宁夏回族自治区,1352.104,34561.152,34432.058
1,2017,650000,新疆维吾尔自治区,5946.905,185337.72,148554.309
1,2018,110000,北京市,1264.253,22255.827,22255.827
1,2018,120000,天津市,1153.429,16256.737,16256.737
1,2018,130000,河北省,7361.81,193252.276,188475.363
1,2018,140000,山西省,5440.884,143326.15,141011.973
1,2018,142,中国,131651.296,4846531.684,4465864.244
1,2018,150000,内蒙古自治区,12765.788,202641.446,195636.133
1,2018,210000,辽宁省,6524.85,122973.599,115698.681
1,2018,220000,吉林省,5042.989,105398.933,100599.468
1,2018,230000,黑龙江省,6894.453,167115.665,142959.412
1,2018,310000,上海市,466.073,13106.395,13106.395
1,2018,320000,江苏省,3061.767,158728.658,156296.865
1,2018,330000,浙江省,2813.465,120661.751,120339.034
1,2018,340000,安徽省,4324.212,208826.249,207941.546
1,2018,350000,福建省,3513.744,108901.276,92463.727
1,2018,360000,江西省,4278.445,161940.96,135442.396
1,2018,370000,山东省,6335.887,275641.597,274948.381
1,2018,410000,河南省,5409.665,268589.34,242775.293
1,2018,420000,湖北省,4340.552,275039.308,265911.52
1,2018,430000,湖南省,5070.1,240059.799,223666.703
1,2018,440000,广东省,4524.168,217699.107,209131.141
1,2018,450000,广西壮族自治区,5202.244,125449.478,115701.917
1,2018,460000,海南省,1033.42,35022.677,34730.703
1,2018,500000,重庆市,2326.443,157483.407,133942.672
1,2018,510000,四川省,4950.215,331592.258,304830.305
1,2018,520000,贵州省,3564.702,196907.589,156559.199
1,2018,530000,云南省,3847.891,252928.626,220554.345
1,2018,540000,西藏自治区,785.085,97784.965,85472.877
1,2018,610000,陕西省,5001.526,177127.813,161027.928
1,2018,620000,甘肃省,4671.741,143227.598,128070.513
1,2018,630000,青海省,2349.055,82137.077,70156.947
1,2018,640000,宁夏回族自治区,1373.054,35405.236,35354.664
1,2018,650000,新疆维吾尔自治区,5959.386,189049.887,154545.579
1,2019,142,中国,139926.388,5012495.792,4698724.598
1,2019,110000,北京市,1366.964,22365.936,22365.936
1,2019,120000,天津市,1185.272,16131.882,16131.882
1,2019,130000,河北省,7791.29,196983.161,193000.801
1,2019,140000,山西省,5890.406,144282.501,142660.243
1,2019,150000,内蒙古自治区,13016.406,206089.388,199362.066
1,2019,210000,辽宁省,6512.13,124767.298,117942.639
1,2019,220000,吉林省,5042.989,106659.942,101966.518
1,2019,230000,黑龙江省,6780.953,168710.076,144966.303
1,2019,310000,上海市,466.537,13044.643,13044.643
1,2019,320000,江苏省,3586.796,159937.047,157953.91
1,2019,330000,浙江省,2842.157,121812.898,121710.383
1,2019,340000,安徽省,4843.933,218294.578,217791.341
1,2019,350000,福建省,3513.764,109785.157,93752.95
1,2019,360000,江西省,4904.975,209131.109,195458.096
1,2019,370000,山东省,6633.007,280324.542,279930.742
1,2019,410000,河南省,6466.941,269832.219,248154.759
1,2019,420000,湖北省,5164.849,289029.196,281422.195
1,2019,430000,湖南省,5578.814,240566.153,226590.221
1,2019,440000,广东省,4719.68,220290.402,214922.538
1,2019,450000,广西壮族自治区,5206.426,127818.525,118792.911
1,2019,460000,海南省,1033.42,38106.819,37877.927
1,2019,500000,重庆市,2359.07,174283.74,155185.693
1,2019,510000,四川省,5241.865,337094.898,318092.006
1,2019,520000,贵州省,3753.189,204723.103,170882.95
1,2019,530000,云南省,4053,262408.664,231740.858
1,2019,540000,西藏自治区,785.085,103951.438,91762.297
1,2019,610000,陕西省,5419.209,180069.637,166132.429
1,2019,620000,甘肃省,4829.665,151442.763,146376.641
1,2019,630000,青海省,2449.282,83760.59,71955.014
1,2019,640000,宁夏回族自治区,1552.937,36575.711,36535.107
1,2019,650000,新疆维吾尔自治区,6935.377,194221.776,164262.599
1,2020,142,中国,146330.439,5198120.273,4944488.745
1,2020,110000,北京市,1403.689,22264.044,22264.044
1,2020,120000,天津市,1185.664,16411.022,16411.022
1,2020,130000,河北省,7941.173,204737.479,204549.436
1,2020,140000,山西省,6250.949,144322.877,143225.931
1,2020,150000,内蒙古自治区,14190.281,210216.772,205313.493
1,2020,210000,辽宁省,6626.826,130899.478,124547.818
1,2020,220000,吉林省,5042.989,107848.061,103670.237
1,2020,230000,黑龙江省,6780.953,168118.678,144868.277
1,2020,310000,上海市,490.85,12916.607,12916.607
1,2020,320000,江苏省,4173.861,158101.375,158101.375
1,2020,330000,浙江省,3159.485,123079.97,123079.97
1,2020,340000,安徽省,5287.109,236482.747,236424.012
1,2020,350000,福建省,3778.602,110118.205,95315.896
1,2020,360000,江西省,4916.558,210641.496,205121.588
1,2020,370000,山东省,6924.496,286814.436,286590.042
1,2020,410000,河南省,6519.44,270270.788,254004.209
1,2020,420000,湖北省,5184.833,289612.435,282704.966
1,2020,430000,湖南省,5645.779,241137.629,229191.759
1,2020,440000,广东省,4870.649,221872.569,221650.55
1,2020,450000,广西壮族自治区,5206.426,131642.454,124234.895
1,2020,460000,海南省,1033.42,40163.295,39971.656
1,2020,500000,重庆市,2355.811,180796.35,164865.223
1,2020,510000,四川省,5311.875,394371.062,379260.392
1,2020,520000,贵州省,3873.116,206693.117,183244.838
1,2020,530000,云南省,4220.382,292479.297,272272.897
1,2020,540000,西藏自治区,785.085,118238.195,98677.45
1,2020,610000,陕西省,5589.224,180660.424,167476.141
1,2020,620000,甘肃省,5112.753,155957.004,151595.785
1,2020,630000,青海省,2974.787,85131.062,73639.135
1,2020,640000,宁夏回族自治区,1662.673,36900.937,36873.618
1,2020,650000,新疆维吾尔自治区,7830.701,209220.408,182425.483
1,2021,142,中国,150739.348,5280708.078,5061898.834
1,2021,110000,北京市,1501.726,22319.933,22319.933
1,2021,120000,天津市,1190.567,15307.173,15302.145
1,2021,130000,河北省,8121.598,207170.147,207112.222
1,2021,140000,山西省,6251.946,144616.656,143666.524
1,2021,150000,内蒙古自治区,14209.488,212603.313,208631.787
1,2021,210000,辽宁省,6733.562,131587.799,127172.62
1,2021,220000,吉林省,5151.744,108691.379,104782.59
1,2021,230000,黑龙江省,7152.855,168354.437,145455.148
1,2021,310000,上海市,490.85,13082.497,13082.497
1,2021,320000,江苏省,4398.146,158035.55,158035.55
1,2021,330000,浙江省,3345.187,123885.35,123885.35
1,2021,340000,安徽省,5409.729,237410.862,237387.541
1,2021,350000,福建省,3987.585,111030.658,97876.043
1,2021,360000,江西省,5196.67,211101.17,205654.796
1,2021,370000,山东省,7198.266,288143.167,288122.562
1,2021,410000,河南省,6519.44,271569.701,264606.204
1,2021,420000,湖北省,5226.934,296921.758,292720.553
1,2021,430000,湖南省,5908.734,241939.902,231018.718
1,2021,440000,广东省,5278.36,222986.754,222778.752
1,2021,450000,广西壮族自治区,5216.101,160637.229,153292.291
1,2021,460000,海南省,1033.42,41045.537,40890.837
1,2021,500000,重庆市,2359.014,184106.194,171558.662
1,2021,510000,四川省,5600.925,398898.934,384891.343
1,2021,520000,贵州省,3873.116,207189.595,188797.102
1,2021,530000,云南省,4744.367,300889.578,281613.75
1,2021,540000,西藏自治区,1187.796,120131.612,100819.811
1,2021,610000,陕西省,5630.211,183414.449,173044.803
1,2021,620000,甘肃省,5338.494,156582.54,152434.493
1,2021,630000,青海省,2974.787,86151.872,74668.805
1,2021,640000,宁夏回族自治区,1677.846,37576.667,37567.848
1,2021,650000,新疆维吾尔自治区,7829.884,217325.665,192707.554
